name,gender,age,DetailClass,embarked,country,ticketno,fare,sibsp,parch,survived,class
"McElroy, Mr. Hugh Walter",male,37,victualling crew,S,England,,,,,no,crew
"McGann, Mr. James",male,29,engineering crew,S,England,,,,,yes,crew
"McGarvey, Mr. Edward Joseph",male,34,engineering crew,S,England,,,,,no,crew
"McGaw, Mr. Erroll Victor",male,30,engineering crew,S,England,,,,,no,crew
"McGough, Mr. George Francis 'Paddy'",male,36,deck crew,S,Ireland,,,,,yes,crew
"McGrady, Mr. James",male,17,victualling crew,S,England,,,,,no,crew
"McInerney, Mr. Thomas",male,38,engineering crew,S,England,,,,,no,crew
"McIntyre, Mr. William",male,21,engineering crew,S,England,,,,,yes,crew
"McKay, Mr. Charles Donald",male,30,victualling crew,B,England,,,,,yes,crew
"McLaren, Mrs. Hypatia",female,40,victualling crew,S,England,,,,,yes,crew
"McMicken, Mr. Arthur",male,23,victualling crew,B,England,,,,,yes,crew
"McMicken, Mr. Benjamin Tucker",male,21,victualling crew,B,England,,,,,no,crew
"McMullin, Mr. John Richard",male,36,victualling crew,B,England,,,,,no,crew
"McMurray, Mr. William",male,44,victualling crew,B,England,,,,,no,crew
"McQuillan, Mr. William",male,26,engineering crew,B,Northern Ireland,,,,,no,crew
"McRae, Mr. William Alexander",male,32,engineering crew,S,England,,,,,no,crew
"McReynolds, Mr. William",male,22,engineering crew,B,Northern Ireland,,,,,no,crew
"Mellor, Mr. Arthur",male,34,victualling crew,S,England,,,,,no,crew
"Middleton, Mr. Alfred Pirrie",male,27,engineering crew,B,Ireland,,,,,no,crew
"Middleton, Mr. Mark Victor",male,28,victualling crew,S,England,,,,,no,crew
"Milford, Mr. George",male,28,engineering crew,S,England,,,,,no,crew
"Millar, Mr. Robert",male,26,engineering crew,B,Scotland,,,,,no,crew
"Millar, Mr. Thomas",male,32,engineering crew,B,Northern Ireland,,,,,no,crew
"Mills, Mr. Christopher",male,51,victualling crew,S,England,,,,,yes,crew
"Mintram, Mr. William",male,46,engineering crew,S,England,,,,,no,crew
"Mishellany, Mr. Abraham Mansoor",male,53,victualling crew,B,Lebanon,,,,,no,crew
"Mitchell, Mr. Lorenzo (Lawrence) Horace",male,19,engineering crew,S,England,,,,,no,crew
"Monrós, Sr. Joan Javier",male,20,restaurant staff,S,Spain,,,,,no,crew
"Monteverdi, Sig. Giovanni",male,23,restaurant staff,S,England,,,,,no,crew
"Moody, Mr. James Paul",male,24,deck crew,B,England,,,,,no,crew
"Moore, Mr. Alfred Ernest",male,39,victualling crew,S,England,,,,,no,crew
"Moore, Mr. George Alfred",male,32,deck crew,S,England,,,,,yes,crew
"Moore, Mr. John J.",male,29,engineering crew,S,England,,,,,yes,crew
"Moore, Mr. Ralph",male,22,engineering crew,S,England,,,,,no,crew
"Moores, Mr. Richard Henry",male,44,engineering crew,S,England,,,,,no,crew
"Morgan (Bird), Mr. Charles Frederick",male,42,victualling crew,S,England,,,,,no,crew
"Morgan, Mr. Arthur Herbert",male,27,engineering crew,S,England,,,,,no,crew
"Morgan, Mr. Thomas A.",male,26,engineering crew,S,England,,,,,no,crew
"Morris, Mr. Arthur",male,30,engineering crew,S,England,,,,,no,crew
"Morris, Mr. Frank Herbert",male,28,victualling crew,B,England,,,,,yes,crew
"Morris, Mr. William Edward",male,23,engineering crew,S,England,,,,,no,crew
"Moss, Mr. William",male,36,victualling crew,B,England,,,,,no,crew
"Moyes, Mr. William Young",male,24,engineering crew,B,Scotland,,,,,no,crew
"Müller, Mr. Ludwig",male,37,victualling crew,S,England,,,,,no,crew
"Mullin, Mr. Thomas",male,20,victualling crew,S,Scotland,,,,,no,crew
"Murdoch, Mr. William McMaster",male,39,deck crew,B,Scotland,,,,,no,crew
"Nannini, Sig. Francesco Luigi Arcangelo",male,42,restaurant staff,S,Italy,,,,,no,crew
"Neal, Mr. Bentley Harold",male,26,victualling crew,S,England,,,,,yes,crew
"Nettleton, Mr. George Walter",male,30,engineering crew,S,England,,,,,no,crew
"Newman, Mr. Charles Thomas",male,33,engineering crew,S,England,,,,,no,crew
"Nicholls, Mr. Sidney",male,39,victualling crew,S,England,,,,,no,crew
"Nichols, Mr. Alfred William Stanley",male,48,deck crew,B,Australia,,,,,no,crew
"Nichols, Mr. Arthur",male,46,victualling crew,S,England,,,,,no,crew
"Nichols, Mr. Walter Henry",male,35,victualling crew,S,England,,,,,yes,crew
"Niven, Mr. John Brown",male,30,engineering crew,S,Scotland,,,,,no,crew
"Noon, Mr. John Thomas",male,42,engineering crew,S,England,,,,,no,crew
"Norris, Mr. James",male,22,engineering crew,S,England,,,,,no,crew
"Noss, Mr. Bertram Arthur",male,21,engineering crew,S,England,,,,,no,crew
"Noss, Mr. Henry",male,30,engineering crew,S,England,,,,,yes,crew
"Nutbean, Mr. William",male,30,engineering crew,S,England,,,,,yes,crew
"O'Connor, Mr. John",male,29,engineering crew,S,England,,,,,yes,crew
"O'Connor, Mr. Thomas Peter",male,44,victualling crew,B,England,,,,,no,crew
"Olive, Mr. Charles",male,31,engineering crew,S,England,,,,,no,crew
"Olive, Mr. Ernest Roskelly",male,27,victualling crew,S,England,,,,,no,crew
"Oliver, Mr. H.",male,32,engineering crew,S,England,,,,,yes,crew
"Olliver, Mr. Alfred John",male,27,deck crew,B,Channel Islands,,,,,yes,crew
"O'Loughlin, Dr. William Francis Norman",male,63,deck crew,B,England,,,,,no,crew
"Orpet, Mr. Walter Hayward",male,31,victualling crew,S,England,,,,,no,crew
"Orr, Mr. James",male,39,victualling crew,S,Scotland,,,,,no,crew
"Osborne, Mr. William Edward",male,32,victualling crew,B,England,,,,,no,crew
"Osman, Mr. Frank",male,27,deck crew,S,England,,,,,yes,crew
"Othen, Mr. Charles Alfred",male,36,engineering crew,S,England,,,,,yes,crew
"Owen, Mr. Lewis",male,43,victualling crew,S,Wales,,,,,no,crew
"Pacey, Mr. Reginald lvan",male,17,victualling crew,S,England,,,,,no,crew
"Pachera, Sig. Jean Baptiste Stanislas",male,19,restaurant staff,S,England,,,,,no,crew
"Paice, Mr. Richard Charles John",male,32,engineering crew,S,England,,,,,no,crew
"Painter, Mr. Charles",male,32,engineering crew,S,England,,,,,no,crew
"Painter, Mr. Frank",male,29,engineering crew,S,England,,,,,no,crew
"Paintin, Mr. James Arthur",male,29,victualling crew,S,England,,,,,no,crew
"Palles, Mr. Thomas Henry Michael",male,45,engineering crew,B,England,,,,,no,crew
"Parsons, Mr. Edward",male,37,victualling crew,S,England,,,,,no,crew
"Parsons, Mr. Frank Alfred",male,27,engineering crew,B,England,,,,,no,crew
"Parsons, Mr. Richard Henry",male,18,victualling crew,S,England,,,,,no,crew
"Pascoe, Mr. Charles H.",male,45,deck crew,S,England,,,,,yes,crew
"Pearce, Mr. Alfred Emest",male,24,victualling crew,S,England,,,,,no,crew
"Pearce, Mr. John",male,28,engineering crew,S,England,,,,,yes,crew
"Pearcey, Mr. Albert Victor",male,25,victualling crew,S,England,,,,,yes,crew
"Pedrini, Sig. Alessandro",male,21,restaurant staff,S,England,,,,,no,crew
"Pelham, Mr. George",male,39,engineering crew,S,England,,,,,yes,crew
"Pennal, Mr. Thomas Frederick Cohen",male,34,victualling crew,S,England,,,,,no,crew
"Penny, Mr. William Farr",male,31,victualling crew,S,England,,,,,no,crew
"Penrose, Mr. John Poole",male,49,victualling crew,B,England,,,,,no,crew
"Peracchio, Sig. Alberto",male,20,restaurant staff,S,England,,,,,no,crew
"Peracchio, Sig. Sebastiano",male,17,restaurant staff,S,England,,,,,no,crew
"Perkins, Mr. Laurence Alexander",male,22,victualling crew,S,England,,,,,no,crew
"Perkis, Mr. Walter John",male,37,deck crew,B,England,,,,,yes,crew
"Perotti, Sig. Alfonso",male,20,restaurant staff,S,England,,,,,no,crew
"Perren, Mr. William Charles",male,48,victualling crew,S,England,,,,,no,crew
"Perriton, Mr. Hubert Prouse",male,32,victualling crew,S,England,,,,,no,crew
"Perry, Mr. Edgar Lionel",male,19,engineering crew,S,England,,,,,yes,crew
"Perry, Mr. Henry Frederick",male,23,engineering crew,S,England,,,,,no,crew
"Peters, Mr. William Chapman",male,26,deck crew,S,England,,,,,yes,crew
"Petty, Mr. Edwin Henry",male,25,victualling crew,S,England,,,,,no,crew
"Pfropper, Mr. Richard Paul Jozef",male,30,victualling crew,S,Germany,,,,,yes,crew
"Phillimore, Mr. Harold Charles William",male,23,victualling crew,B,England,,,,,yes,crew
"Phillips, Mr. A. George",male,27,engineering crew,S,England,,,,,no,crew
"Phillips, Mr. John George",male,25,victualling crew,B,England,,,,,no,crew
"Phillips, Mr. Walter John",male,35,restaurant staff,S,England,,,,,no,crew
"Piatti, Sig. Louis",male,17,restaurant staff,S,England,,,,,no,crew
"Piazza, Sig. Pompeo Gaspro",male,33,restaurant staff,S,England,,,,,no,crew
"Pitfield, Mr. William James",male,25,engineering crew,S,England,,,,,no,crew
"Pitman, Mr. Herbert John",male,34,deck crew,B,England,,,,,yes,crew
"Platt, Mr. Wilfred George",male,18,victualling crew,S,England,,,,,no,crew
"Podesta, Mr. Alfred John Alexander",male,24,engineering crew,S,England,,,,,yes,crew
"Poggi, Sig. Emilio",male,28,restaurant staff,S,England,,,,,no,crew
"Poingdestre, Mr. John Thomas",male,33,deck crew,S,Channel Islands,,,,,yes,crew
"Pond, Mr. George",male,33,engineering crew,S,England,,,,,no,crew
"Pook, Mr. Percy Robert",male,36,victualling crew,S,England,,,,,no,crew
"Porteus, Mr. Thomas Henry",male,34,victualling crew,S,England,,,,,no,crew
"Port, Mr. Frank",male,22,victualling crew,S,England,,,,,yes,crew
"Prangnell, Mr. George Alexander",male,30,engineering crew,S,England,,,,,yes,crew
"Prentice, Mr. Frank Winnold",male,23,victualling crew,S,England,,,,,yes,crew
"Preston, Mr. Thomas Charles Alfred",male,20,engineering crew,S,England,,,,,no,crew
"Price, Mr. Ernest Cyril",male,17,restaurant staff,S,England,,,,,no,crew
"Prichard, Mrs. Alice Maud",female,36,victualling crew,S,England,,,,,yes,crew
"Prideaux, Mr. John Arthur (Jack)",male,23,victualling crew,S,England,,,,,no,crew
"Priest, Mr. Arthur John",male,24,engineering crew,S,England,,,,,yes,crew
"Prior, Mr. Harold John Arnold",male,21,victualling crew,S,England,,,,,yes,crew
"Proctor, Mr. Charles",male,46,victualling crew,B,England,,,,,no,crew
"Proudfoot, Mr. Richard Royston",male,22,engineering crew,S,England,,,,,no,crew
"Pryce, Mr. Charles William",male,23,victualling crew,S,England,,,,,no,crew
"Pugh, Mr. Alfred",male,20,victualling crew,S,England,,,,,yes,crew
"Pugh, Mr. Arthur Percy",male,31,engineering crew,S,England,,,,,no,crew
"Pusey, Mr. William Robert Holland",male,22,engineering crew,S,England,,,,,yes,crew
"Puzey, Mr. John Edward",male,44,victualling crew,B,England,,,,,no,crew
"Randall, Mr. Frank Henry",male,29,victualling crew,S,England,,,,,no,crew
"Ranger, Mr. Thomas",male,29,engineering crew,S,England,,,,,yes,crew
"Ransom, Mr. James Augustus",male,50,victualling crew,B,England,,,,,no,crew
"Rattenbury, Mr. William Henry",male,38,victualling crew,B,Channel Islands,,,,,no,crew
"Ratti, Sig. Enrico",male,21,restaurant staff,S,England,,,,,no,crew
"Ray, Mr. Frederick Dent",male,32,victualling crew,B,England,,,,,yes,crew
"Read, Mr. Joseph",male,20,engineering crew,S,England,,,,,no,crew
"Reed, Mr. Thomas Charles Prowse",male,55,victualling crew,S,England,,,,,no,crew
"Reeves, Mr. Frederick Simms",male,34,engineering crew,S,England,,,,,no,crew
"Reid, Mr. Robert Thomas",male,30,engineering crew,S,England,,,,,no,crew
"Revell, Mr. William James Francis",male,31,victualling crew,B,England,,,,,no,crew
"Ricaldone, Sig. Rinaldo Renato",male,22,restaurant staff,S,England,,,,,no,crew
"Rice, Mr. Charles",male,32,engineering crew,S,England,,,,,yes,crew
"Rice, Mr. John Reginald",male,25,victualling crew,S,England,,,,,no,crew
"Rice, Mr. Percy",male,19,victualling crew,S,England,,,,,no,crew
"Richards, Mr. Joseph James",male,30,engineering crew,S,England,,,,,no,crew
"Rickman, Mr. George Albert",male,36,engineering crew,S,England,,,,,no,crew
"Ricks, Mr. Cyril Gordon",male,22,victualling crew,S,England,,,,,no,crew
"Ridout, Mr. Walter George",male,30,victualling crew,S,England,,,,,no,crew
"Rigozzi, Sig. Abele",male,22,restaurant staff,S,England,,,,,no,crew
"Rimmer, Mr. Gilbert",male,29,victualling crew,S,England,,,,,no,crew
"Roberton, Mr. George Edward",male,19,victualling crew,S,England,,,,,no,crew
"Roberts, Mr. Frank John",male,37,victualling crew,B,England,,,,,no,crew
"Roberts, Mr. Hugh H.",male,40,victualling crew,B,Wales,,,,,no,crew
"Roberts, Mr. Robert George",male,35,engineering crew,S,England,,,,,no,crew
"Roberts, Mrs. Mary Kezia",female,41,victualling crew,S,England,,,,,yes,crew
"Robinson, Mr. James William",male,30,victualling crew,S,England,,,,,no,crew
"Robinson, Mrs. Annie",female,41,victualling crew,S,England,,,,,yes,crew
"Rogers, Mr. Edward James William",male,31,victualling crew,S,England,,,,,no,crew
"Rogers, Mr. Michael",male,27,victualling crew,S,Ireland,,,,,no,crew
"Ross, Mr. Horace Leopold",male,36,victualling crew,S,England,,,,,yes,crew
"Rotta, Sig. Angelo Mario",male,23,restaurant staff,S,England,,,,,no,crew
"Rous, Mr. Arthur John",male,26,engineering crew,B,England,,,,,no,crew
"Rousseau, Mr. Pierre",male,49,restaurant staff,S,England,,,,,no,crew
"Rowe, Mr. Edgar Maurice",male,31,victualling crew,B,England,,,,,no,crew
"Rowe, Mr. George Thomas",male,32,deck crew,B,England,,,,,yes,crew
"Rudd, Mr. Henry",male,24,engineering crew,S,England,,,,,no,crew
"Rule, Mr. Samuel James",male,58,victualling crew,B,England,,,,,yes,crew
"Russell, Mr. Boysie Richard",male,17,victualling crew,S,England,,,,,no,crew
"Rutter, Mr. Sidney Frank",male,27,engineering crew,S,England,,,,,no,crew
"Ryan, Mr. Thomas",male,28,victualling crew,S,Channel Islands,,,,,no,crew
"Ryerson, Mr. William Edwy",male,33,victualling crew,S,Canada,,,,,yes,crew
"Saccaggi, Sig. Giovanni Giuseppe Emilio",male,24,restaurant staff,S,Italy,,,,,no,crew
"Salussolia, Sig. Govanni",male,25,restaurant staff,S,England,,,,,no,crew
"Samuel, Mr. Owen Wilmore",male,47,victualling crew,S,Wales,,,,,no,crew
"Sangster, Mr. Charles Edward",male,30,engineering crew,S,England,,,,,no,crew
"Sartori, Sig. Lazar",male,24,restaurant staff,S,England,,,,,no,crew
"Saunders, Mr. D. E.",male,26,victualling crew,S,England,,,,,no,crew
"Saunders, Mr. F.",male,22,engineering crew,S,England,,,,,no,crew
"Saunders, Mr. W.",male,23,engineering crew,S,England,,,,,no,crew
"Saunders, Mr. Walter Ernest",male,23,engineering crew,S,England,,,,,no,crew
"Savage, Mr. Charles Joseph",male,23,victualling crew,S,England,,,,,yes,crew
"Sawyer, Mr. Robert James",male,31,deck crew,S,England,,,,,no,crew
"Scarrott, Mr. Joseph George",male,33,deck crew,S,England,,,,,yes,crew
"Scavino, Sig. Candido",male,42,restaurant staff,S,Italy,,,,,no,crew
"Scott, Mr. Archibald",male,41,engineering crew,S,Northern Ireland,,,,,no,crew
"Scott, Mr. Frederick William",male,28,engineering crew,S,England,,,,,yes,crew
"Scott, Mr. John",male,20,victualling crew,S,England,,,,,no,crew
"Scovell, Mr. Robert",male,55,victualling crew,S,England,,,,,no,crew
"Sedunary, Mr. Samuel Francis",male,25,victualling crew,S,England,,,,,no,crew
"Self, Mr. Albert Charles Edward",male,24,engineering crew,S,England,,,,,yes,crew
"Self, Mr. Alfred Henry",male,40,engineering crew,S,England,,,,,no,crew
"Senior, Mr. Harry",male,31,engineering crew,S,England,,,,,yes,crew
"Sesia, Sig. Giacomo",male,24,restaurant staff,S,England,,,,,no,crew
"Seward, Mr. Wilfred Deable",male,25,victualling crew,S,England,,,,,yes,crew
"Shaw, Mr. Henry",male,42,victualling crew,S,England,,,,,no,crew
"Shea, Mr. John Joseph",male,40,victualling crew,B,England,,,,,no,crew
"Shea, Mr. Thomas",male,32,engineering crew,S,England,,,,,no,crew
"Sheath, Mr. Frederick",male,20,engineering crew,S,England,,,,,yes,crew
"Shepherd, Mr. Jonathan",male,32,engineering crew,S,England,,,,,no,crew
"Shiers, Mr. Alfred Charles",male,25,engineering crew,S,England,,,,,yes,crew
"Shillabeer, Mr. Charles Frederick",male,19,engineering crew,S,England,,,,,no,crew
"Siebert, Mr. Sidney Conrad",male,29,victualling crew,B,England,,,,,no,crew
"Simmons, Mr. Andrew George James",male,31,victualling crew,S,England,,,,,yes,crew
"Simmons, Mr. Frederick Charles",male,24,victualling crew,S,England,,,,,no,crew
"Simmons, Mr. William Simon C.",male,37,victualling crew,S,England,,,,,no,crew
"Simpson, Dr. John Edward",male,37,deck crew,S,Northern Ireland,,,,,no,crew
"Sivier, Mr. William",male,23,victualling crew,S,England,,,,,no,crew
"Skeates, Mr. William",male,23,engineering crew,S,England,,,,,no,crew
"Skinner, Mr. Edward",male,41,victualling crew,B,England,,,,,no,crew
"Slight, Mr. Harry John",male,33,victualling crew,S,England,,,,,no,crew
"Slight, Mr. William Henry James",male,36,victualling crew,B,England,,,,,no,crew
"Sloan, Miss. Mary",female,28,victualling crew,S,Northern Ireland,,,,,yes,crew
"Sloan, Mr. Peter",male,31,engineering crew,B,England,,,,,no,crew
"Slocombe, Mrs. Maude Louise",female,30,victualling crew,S,England,,,,,yes,crew
"Small, Mr. William",male,40,engineering crew,S,England,,,,,no,crew
"Smillie, Mr. John",male,29,victualling crew,B,Scotland,,,,,no,crew
"Smith, Captain. Edward John",male,62,deck crew,S,England,,,,,no,crew
"Smither, Mr. Harry James",male,22,engineering crew,S,England,,,,,no,crew
"Smith, Miss. Katherine Elizabeth",female,45,victualling crew,S,England,,,,,yes,crew
"Smith, Mr. Charles Edwin",male,40,victualling crew,S,England,,,,,no,crew
"Smith, Mr. Charles Henry James",male,38,victualling crew,S,England,,,,,no,crew
"Smith, Mr. Emest George",male,27,engineering crew,S,England,,,,,no,crew
"Smith, Mr. F.",male,20,victualling crew,B,England,,,,,no,crew
"Smith, Mr. James Muil",male,39,engineering crew,B,Scotland,,,,,no,crew
"Smith, Mr. James William",male,24,victualling crew,S,England,,,,,no,crew
"Smith, Mr. John Richard Jago",male,35,victualling crew,S,NA,,,,,no,crew
"Smith, Mr. Reginald George",male,33,victualling crew,S,England,,,,,no,crew
"Smith, Mr. William",male,26,deck crew,S,England,,,,,no,crew
"Snape, Mrs. Lucy Violet",female,22,victualling crew,S,England,,,,,no,crew
"Snellgrove, Mr. George",male,41,engineering crew,S,England,,,,,no,crew
"Snooks, Mr. W.",male,26,engineering crew,S,England,,,,,no,crew
"Snow, Mr. Eustace Philip",male,21,engineering crew,S,England,,,,,yes,crew
"Sparkman, Mr. Henry William",male,36,engineering crew,S,England,,,,,yes,crew
"Stagg, Mr. John Henry",male,38,victualling crew,S,England,,,,,no,crew
"Stanbrook, Mr. Augustus George",male,31,engineering crew,S,England,,,,,no,crew
"Stap, Miss. Sarah Agnes",female,47,victualling crew,S,England,,,,,yes,crew
"Stebbings, Mr. Sydney Frederick",male,36,victualling crew,B,England,,,,,no,crew
"Steel, Mr. Robert Edward",male,30,engineering crew,S,NA,,,,,no,crew
"Stewart, Mr. John",male,28,victualling crew,B,Scotland,,,,,yes,crew
"Stocker, Mr. Henry Dorey",male,20,engineering crew,S,England,,,,,no,crew
"Stone, Mr. Edmund",male,33,victualling crew,S,England,,,,,no,crew
"Stone, Mr. Edward Thomas",male,29,victualling crew,S,England,,,,,no,crew
"Street, Mr. Thomas Albert",male,25,engineering crew,S,England,,,,,yes,crew
"Stroud, Mr. Edward Alfred Orlando",male,19,victualling crew,S,England,,,,,no,crew
"Stroud, Mr. Harry John",male,35,victualling crew,S,England,,,,,no,crew
"Strugnell, Mr. John Herbert",male,34,victualling crew,B,England,,,,,no,crew
"Stubbings, Mr. Harry Robert",male,31,victualling crew,B,England,,,,,no,crew
"Stubbs, Mr. James Henry",male,28,engineering crew,S,England,,,,,no,crew
"Sullivan, Mr. S.",male,25,engineering crew,S,England,,,,,no,crew
"Swan, Mr. William",male,48,victualling crew,B,Northern Ireland,,,,,no,crew
"Symonds, Mr. John Crane",male,45,victualling crew,B,England,,,,,no,crew
"Symons, Mr. George Thomas Macdonald",male,24,deck crew,S,England,,,,,yes,crew
"Talbot, Mr. George Frederick Charles",male,20,victualling crew,S,England,,,,,no,crew
"Tamlyn, Mr. Frederick",male,24,deck crew,S,England,,,,,no,crew
"Taylor, Mr. Bernard Cuthbert",male,22,victualling crew,S,England,,,,,no,crew
"Taylor, Mr. Charles William Frederick",male,40,deck crew,S,England,,,,,no,crew
"Taylor, Mr. George",male,24,engineering crew,S,England,,,,,yes,crew
"Taylor, Mr. J.",male,42,engineering crew,S,England,,,,,no,crew
"Taylor, Mr. John Henry",male,49,engineering crew,S,England,,,,,no,crew
"Taylor, Mr. Leonard",male,19,victualling crew,S,England,,,,,no,crew
"Taylor, Mr. William Henry",male,28,engineering crew,S,England,,,,,yes,crew
"Taylor, Mr. William John",male,32,victualling crew,S,England,,,,,no,crew
"Terrell, Mr. Bertram",male,19,deck crew,S,England,,,,,no,crew
"Terrell, Mr. Frank",male,27,victualling crew,S,England,,,,,yes,crew
"Testoni, Sig. Ercole",male,23,restaurant staff,S,England,,,,,no,crew
"Teuton, Mr. Thomas Moore",male,35,victualling crew,S,England,,,,,no,crew
"Thaler, Mr. Montague Donald",male,17,victualling crew,S,England,,,,,no,crew
"Theissinger, Mr. Alfred",male,46,victualling crew,S,England,,,,,yes,crew
"Thomas, Mr. Albert Charles",male,23,victualling crew,S,England,,,,,yes,crew
"Thomas, Mr. Benjamin James",male,30,victualling crew,B,England,,,,,yes,crew
"Thomas, Mr. Joseph Wakefield",male,24,engineering crew,S,England,,,,,no,crew
"Thompson, Mr. Herbert Henry",male,25,victualling crew,B,England,,,,,no,crew
"Thompson, Mr. John William",male,35,engineering crew,S,England,,,,,yes,crew
"Thorley, Mr. William",male,39,victualling crew,S,England,,,,,no,crew
"Thorn, Mr. Harry",male,25,victualling crew,S,England,,,,,no,crew
"Threlfall, Mr. Thomas",male,44,engineering crew,S,England,,,,,yes,crew
"Thresher, Mr. George Terrill",male,25,engineering crew,S,England,,,,,yes,crew
"Tietz, Sig. Carlo/Karl",male,27,restaurant staff,S,England,,,,,no,crew
"Tizard, Mr. Arthur Leopold",male,31,engineering crew,S,England,,,,,no,crew
"Toms, Mr. Fred",male,29,victualling crew,B,England,,,,,yes,crew
"Topp, Mr. Thomas",male,28,victualling crew,S,England,,,,,no,crew
"Toshack, Mr. James Adamson",male,30,victualling crew,S,Scotland,,,,,no,crew
"Tozer, Mr. James",male,32,engineering crew,S,England,,,,,no,crew
"Triggs, Mr. Reuben Robert",male,39,engineering crew,S,England,,,,,yes,crew
"Turley, Mr. Richard",male,37,engineering crew,B,Ireland,,,,,no,crew
"Turner, Mr. George Frederick",male,42,victualling crew,S,England,,,,,no,crew
"Turner, Mr. Leopold Olerenshaw",male,28,victualling crew,B,England,,,,,no,crew
"Turvey, Mr. Charles Thomas",male,17,restaurant staff,S,England,,,,,no,crew
"Urbini, Sig. Roberto",male,20,restaurant staff,S,Italy,,,,,no,crew
"Valvassori, Sig. Ettore Luigi",male,35,restaurant staff,S,England,,,,,no,crew
"van der Brugge, Mr. Wessel Adrianus",male,38,engineering crew,S,Netherlands,,,,,no,crew
"Veal, Mr. Arthur",male,36,engineering crew,S,England,,,,,no,crew
"Veal, Mr. Thomas Henry Edom",male,38,victualling crew,S,England,,,,,no,crew
"Vear, Mr. Henry",male,33,engineering crew,S,England,,,,,no,crew
"Vear, Mr. William",male,34,engineering crew,S,England,,,,,no,crew
"Vicat, Sig. Alphonse Jean Eugene",male,21,restaurant staff,S,England,,,,,no,crew
"Vigott, Mr. Philip Francis",male,32,deck crew,S,Channel Islands,,,,,yes,crew
"Villvarlange, Mr. Pierre Léon Gabriel",male,19,restaurant staff,S,England,,,,,no,crew
"Vine, Mr. Herbert Thomas Gordon",male,18,restaurant staff,S,England,,,,,no,crew
"Vioni, Sig. Roberto",male,25,restaurant staff,S,Italy,,,,,no,crew
"Voegelin-Dubach, Sig. Johannes",male,35,restaurant staff,S,England,,,,,no,crew
"Wake, Mr. Percy",male,37,victualling crew,S,England,,,,,no,crew
"Wallis, Mrs. Catherine Jane",female,36,victualling crew,S,England,,,,,no,crew
"Walpole, Mr. James",male,48,victualling crew,B,England,,,,,no,crew
"Walsh, Miss. Catherine",female,32,victualling crew,S,Ireland,,,,,no,crew
"Ward, Mr. Arthur",male,23,engineering crew,B,England,,,,,no,crew
"Ward, Mr. Edward",male,34,victualling crew,B,England,,,,,no,crew
"Ward, Mr. James William",male,31,engineering crew,S,England,,,,,no,crew
"Ward, Mr. Percy Thomas",male,40,victualling crew,B,England,,,,,no,crew
"Ward, Mr. William",male,37,victualling crew,S,England,,,,,yes,crew
"Wardner, Mr. Fred Albert",male,40,engineering crew,S,England,,,,,no,crew
"Wareham, Mr. Robert Arthur",male,37,victualling crew,B,England,,,,,no,crew
"Warwick, Mr. Tom",male,26,victualling crew,S,England,,,,,no,crew
"Wateridge, Mr. Edward Lewis",male,26,engineering crew,S,England,,,,,no,crew
"Watson, Mr. William Albert",male,15,victualling crew,S,England,,,,,no,crew
"Watson, Mr. Willim",male,27,engineering crew,S,England,,,,,no,crew
"Weatherston, Mr. Thomas Herbert",male,25,victualling crew,B,England,,,,,no,crew
"Webber, Mr. Francis Albert",male,31,engineering crew,S,England,,,,,no,crew
"Webb, Mr. Brook Holding",male,50,victualling crew,B,England,,,,,no,crew
"Webb, Mr. Samuel Francis",male,28,engineering crew,S,England,,,,,no,crew
"Weikman, Mr. Augustus Henry",male,52,victualling crew,S,United States,,,,,yes,crew
"Welch, Mr. William Harold",male,21,victualling crew,S,England,,,,,no,crew
"Weller, Mr. William Clifford",male,30,deck crew,B,England,,,,,yes,crew
"Wheat, Mr. Joseph Thomas",male,30,victualling crew,B,England,,,,,yes,crew
"Wheelton, Mr. Edneser Edward",male,29,victualling crew,B,England,,,,,yes,crew
"Whiteley, Mr. Thomas Arthur",male,18,victualling crew,S,England,,,,,yes,crew
"White, Mr. Albert",male,21,engineering crew,S,England,,,,,no,crew
"White, Mr. Alfred",male,32,engineering crew,S,England,,,,,yes,crew
"White, Mr. Arthur",male,37,victualling crew,S,England,,,,,no,crew
"White, Mr. Edward Joseph",male,27,victualling crew,S,England,,,,,no,crew
"White, Mr. Frank Leonard",male,28,engineering crew,S,England,,,,,no,crew
"White, Mr. Leonard Lisle Oliver",male,32,victualling crew,B,Australia,,,,,no,crew
"White, Mr. William George",male,23,engineering crew,S,England,,,,,yes,crew
"Whitford, Mr. Alfred Henry",male,39,victualling crew,S,England,,,,,no,crew
"Widgery, Mr. Isaac George",male,37,victualling crew,S,England,,,,,yes,crew
"Wilde, Mr. Henry Tingle",male,39,deck crew,S,England,,,,,no,crew
"Williams, Mr. Arthur John",male,42,victualling crew,S,England,,,,,no,crew
"Williams, Mr. Samuel Solomon",male,26,engineering crew,S,England,,,,,no,crew
"Williams, Mr. Walter John",male,28,victualling crew,S,England,,,,,yes,crew
"Williamson, Mr. James Bertram",male,35,victualling crew,S,Ireland,,,,,no,crew
"Willis, Mr. William",male,59,victualling crew,S,England,,,,,no,crew
"Willsher, Mr. William Aubrey",male,34,victualling crew,S,England,,,,,no,crew
"Wilson, Mr. Herbert 'Bertie'",male,28,engineering crew,B,England,,,,,no,crew
"Wilton, Mr. William Edward",male,53,engineering crew,S,England,,,,,no,crew
